pipe,node_id,start,finish,cycles
CUBE,815,48609,48737,128
CUBE,820,48799,48927,128
CUBE,825,48989,49117,128
CUBE,830,49179,49307,128
CUBE,839,49570,49698,128
CUBE,846,49760,49888,128
CUBE,853,49950,50078,128
CUBE,860,50572,50700,128
CUBE,867,51334,51462,128
CUBE,874,52096,52224,128
CUBE,881,52858,52986,128
CUBE,888,53620,53748,128
CUBE,895,54011,54139,128
CUBE,900,54201,54329,128
CUBE,905,54391,54519,128
CUBE,910,54581,54709,128
CUBE,915,54771,54899,128
CUBE,920,54961,55089,128
CUBE,925,55151,55279,128
CUBE,930,55341,55469,128
CUBE,937,55732,55860,128
CUBE,942,55922,56050,128
CUBE,947,56112,56240,128
CUBE,952,56302,56430,128
CUBE,957,56492,56620,128
CUBE,962,56929,57057,128
CUBE,967,57366,57494,128
CUBE,972,57556,57684,128
CUBE,979,57993,58121,128
CUBE,984,58430,58558,128
CUBE,989,58867,58995,128
CUBE,994,59304,59432,128
CUBE,999,59741,59869,128
CUBE,1004,60178,60306,128
CUBE,1009,60615,60743,128
CUBE,1014,61052,61180,128
CUBE,1021,61489,61617,128
CUBE,1026,61926,62054,128
CUBE,1031,62363,62491,128
CUBE,1036,62800,62928,128
CUBE,1041,63237,63365,128
CUBE,1046,63674,63802,128
CUBE,1051,64111,64239,128
CUBE,1056,64548,64676,128
CUBE,1063,64985,65113,128
CUBE,1068,65422,65550,128
CUBE,1073,65859,65987,128
CUBE,1078,66296,66424,128
CUBE,1083,66733,66861,128
CUBE,1088,67170,67298,128
CUBE,1093,67607,67735,128
CUBE,1098,68044,68172,128
CUBE,1105,68481,68609,128
CUBE,1110,68918,69046,128
CUBE,1115,69355,69483,128
CUBE,1120,69792,69920,128
CUBE,1125,70229,70357,128
CUBE,1130,70666,70794,128
CUBE,1135,70856,70984,128
CUBE,1140,71046,71174,128
CUBE,1147,71437,71565,128
CUBE,1152,71627,71755,128
CUBE,1157,71817,71945,128
CUBE,1162,72007,72135,128
CUBE,1167,72197,72325,128
CUBE,1172,72387,72515,128
CUBE,1177,72577,72705,128
CUBE,1182,72767,72895,128
CUBE,1191,73498,73626,128
CUBE,1198,74229,74357,128
CUBE,1205,74960,75088,128
CUBE,1212,75691,75819,128
CUBE,1219,76453,76581,128
CUBE,1226,77215,77343,128
CUBE,1233,77977,78105,128
CUBE,1240,78739,78867,128
CUBE,1247,79130,79258,128
CUBE,1252,79320,79448,128
CUBE,1257,79510,79638,128
CUBE,1262,79700,79828,128
CUBE,1267,79890,80018,128
CUBE,1272,80080,80208,128
CUBE,1277,80270,80398,128
CUBE,1282,80460,80588,128
CUBE,1289,80851,80979,128
CUBE,1294,81041,81169,128
CUBE,1299,81231,81359,128
CUBE,1304,81421,81549,128
CUBE,1309,81858,81986,128
CUBE,1314,82295,82423,128
CUBE,1319,82485,82613,128
CUBE,1324,82922,83050,128
CUBE,1331,83359,83487,128
CUBE,1336,83796,83924,128
CUBE,1341,84233,84361,128
CUBE,1346,84670,84798,128
CUBE,1351,85107,85235,128
CUBE,1356,85544,85672,128
CUBE,1361,85981,86109,128
CUBE,1366,86418,86546,128
CUBE,1373,86855,86983,128
CUBE,1378,87292,87420,128
CUBE,1383,87729,87857,128
CUBE,1388,88166,88294,128
CUBE,1393,88603,88731,128
CUBE,1398,89040,89168,128
CUBE,1403,89477,89605,128
CUBE,1408,89914,90042,128
CUBE,1415,90351,90479,128
CUBE,1420,90788,90916,128
CUBE,1425,91225,91353,128
CUBE,1430,91662,91790,128
CUBE,1435,92099,92227,128
CUBE,1440,92536,92664,128
CUBE,1445,92973,93101,128
CUBE,1450,93410,93538,128
CUBE,1457,93847,93975,128
CUBE,1462,94284,94412,128
CUBE,1467,94721,94849,128
CUBE,1472,95158,95286,128
CUBE,1477,95595,95723,128
CUBE,1482,95785,95913,128
CUBE,1487,95975,96103,128
CUBE,1492,96165,96293,128
CUBE,1499,96556,96684,128
CUBE,1504,96746,96874,128
CUBE,1509,96936,97064,128
CUBE,1514,97126,97254,128
CUBE,1519,97316,97444,128
CUBE,1524,97506,97634,128
CUBE,1529,97696,97824,128
CUBE,1534,97886,98014,128
CUBE,1543,98617,98745,128
CUBE,1550,99348,99476,128
CUBE,1557,100079,100207,128
CUBE,1564,100810,100938,128
CUBE,1571,101572,101700,128
CUBE,1578,102334,102462,128
CUBE,1585,103096,103224,128
CUBE,1592,103858,103986,128
CUBE,1599,104249,104377,128
CUBE,1604,104439,104567,128
CUBE,1609,104629,104757,128
CUBE,1614,104819,104947,128
CUBE,1619,105009,105137,128
CUBE,1624,105199,105327,128
CUBE,1629,105389,105517,128
CUBE,1634,105579,105707,128
CUBE,1641,105970,106098,128
CUBE,1646,106160,106288,128
CUBE,1651,106350,106478,128
CUBE,1656,106787,106915,128
CUBE,1661,107224,107352,128
CUBE,1666,107414,107542,128
CUBE,1671,107851,107979,128
CUBE,1676,108288,108416,128
CUBE,1683,108725,108853,128
CUBE,1688,109162,109290,128
CUBE,1693,109599,109727,128
CUBE,1698,110036,110164,128
CUBE,1703,110473,110601,128
CUBE,1708,110910,111038,128
CUBE,1713,111347,111475,128
CUBE,1718,111784,111912,128
CUBE,1725,112221,112349,128
CUBE,1730,112658,112786,128
CUBE,1735,113095,113223,128
CUBE,1740,113532,113660,128
CUBE,1745,113969,114097,128
CUBE,1750,114406,114534,128
CUBE,1755,114843,114971,128
CUBE,1760,115280,115408,128
CUBE,1767,115717,115845,128
CUBE,1772,116154,116282,128
CUBE,1777,116591,116719,128
CUBE,1782,117028,117156,128
CUBE,1787,117465,117593,128
CUBE,1792,117902,118030,128
CUBE,1797,118339,118467,128
CUBE,1802,118776,118904,128
CUBE,1809,119213,119341,128
CUBE,1814,119650,119778,128
CUBE,1819,120087,120215,128
CUBE,1824,120524,120652,128
CUBE,1829,120714,120842,128
CUBE,1834,120904,121032,128
CUBE,1839,121094,121222,128
CUBE,1844,121284,121412,128
CUBE,1851,121675,121803,128
CUBE,1856,121865,121993,128
CUBE,1861,122055,122183,128
CUBE,1866,122245,122373,128
CUBE,1871,122435,122563,128
CUBE,1876,122625,122753,128
CUBE,1881,122815,122943,128
CUBE,1886,123005,123133,128
CUBE,1895,123736,123864,128
CUBE,1902,124467,124595,128
CUBE,1909,125198,125326,128
CUBE,1916,125929,126057,128
CUBE,1923,126691,126819,128
CUBE,1930,127453,127581,128
CUBE,1937,128215,128343,128
CUBE,1944,128977,129105,128
CUBE,1951,129368,129496,128
CUBE,1956,129558,129686,128
CUBE,1961,129748,129876,128
CUBE,1966,129938,130066,128
CUBE,1971,130128,130256,128
CUBE,1976,130318,130446,128
CUBE,1981,130508,130636,128
CUBE,1986,130698,130826,128
CUBE,1993,131089,131217,128
CUBE,1998,131279,131407,128
CUBE,2003,131716,131844,128
CUBE,2008,132153,132281,128
CUBE,2013,132343,132471,128
CUBE,2018,132780,132908,128
CUBE,2023,133217,133345,128
CUBE,2028,133654,133782,128
CUBE,2035,134091,134219,128
CUBE,2040,134528,134656,128
CUBE,2045,134965,135093,128
CUBE,2050,135402,135530,128
CUBE,2055,135839,135967,128
CUBE,2060,136276,136404,128
CUBE,2065,136713,136841,128
CUBE,2070,137150,137278,128
CUBE,2077,137587,137715,128
CUBE,2082,138024,138152,128
CUBE,2087,138461,138589,128
CUBE,2092,138898,139026,128
CUBE,2097,139335,139463,128
CUBE,2102,139772,139900,128
CUBE,2107,140209,140337,128
CUBE,2112,140646,140774,128
CUBE,2119,141083,141211,128
CUBE,2124,141520,141648,128
CUBE,2129,141957,142085,128
CUBE,2134,142394,142522,128
CUBE,2139,142831,142959,128
CUBE,2144,143268,143396,128
CUBE,2149,143705,143833,128
CUBE,2154,144142,144270,128
CUBE,2161,144579,144707,128
CUBE,2166,145016,145144,128
CUBE,2171,145453,145581,128
CUBE,2176,145643,145771,128
CUBE,2181,145833,145961,128
CUBE,2186,146023,146151,128
CUBE,2191,146213,146341,128
CUBE,2196,146403,146531,128
CUBE,2203,146794,146922,128
CUBE,2208,146984,147112,128
CUBE,2213,147174,147302,128
CUBE,2218,147364,147492,128
CUBE,2223,147554,147682,128
CUBE,2228,147744,147872,128
CUBE,2233,147934,148062,128
CUBE,2238,148124,148252,128
CUBE,2247,148855,148983,128
CUBE,2254,149586,149714,128
CUBE,2261,150317,150445,128
CUBE,2268,151048,151176,128
CUBE,2275,151810,151938,128
CUBE,2282,152572,152700,128
CUBE,2289,153334,153462,128
CUBE,2296,154096,154224,128
CUBE,2303,154487,154615,128
CUBE,2308,154677,154805,128
CUBE,2313,154867,154995,128
CUBE,2318,155057,155185,128
CUBE,2323,155247,155375,128
CUBE,2328,155437,155565,128
CUBE,2333,155627,155755,128
CUBE,2338,155817,155945,128
CUBE,2345,156208,156336,128
CUBE,2350,156444,156572,128
CUBE,2355,156881,157009,128
CUBE,2360,157071,157199,128
CUBE,2365,157508,157636,128
CUBE,2370,157945,158073,128
CUBE,2375,158382,158510,128
CUBE,2380,158819,158947,128
CUBE,2387,159256,159384,128
CUBE,2392,159693,159821,128
CUBE,2397,160130,160258,128
CUBE,2402,160567,160695,128
CUBE,2407,161004,161132,128
CUBE,2412,161441,161569,128
CUBE,2417,161878,162006,128
CUBE,2422,162315,162443,128
CUBE,2429,162752,162880,128
CUBE,2434,163189,163317,128
CUBE,2439,163626,163754,128
CUBE,2444,164063,164191,128
CUBE,2449,164500,164628,128
CUBE,2454,164937,165065,128
CUBE,2459,165374,165502,128
CUBE,2464,165811,165939,128
CUBE,2471,166248,166376,128
CUBE,2476,166685,166813,128
CUBE,2481,167122,167250,128
CUBE,2486,167559,167687,128
CUBE,2491,167996,168124,128
CUBE,2496,168433,168561,128
CUBE,2501,168870,168998,128
CUBE,2506,169307,169435,128
CUBE,2513,169744,169872,128
CUBE,2518,170181,170309,128
CUBE,2523,170371,170499,128
CUBE,2528,170561,170689,128
CUBE,2533,170751,170879,128
CUBE,2538,170941,171069,128
CUBE,2543,171131,171259,128
CUBE,2548,171321,171449,128
CUBE,2555,171712,171840,128
CUBE,2560,171902,172030,128
CUBE,2565,172092,172220,128
CUBE,2570,172282,172410,128
CUBE,2575,172472,172600,128
CUBE,2580,172662,172790,128
CUBE,2585,172852,172980,128
CUBE,2590,173042,173170,128
CUBE,2599,173804,173932,128
CUBE,2606,174566,174694,128
CUBE,2613,175328,175456,128
CUBE,2620,176090,176218,128
CUBE,2627,176852,176980,128
CUBE,2634,177614,177742,128
CUBE,2641,178376,178504,128
CUBE,2648,179138,179266,128
CUBE,2655,179529,179657,128
CUBE,2660,179719,179847,128
CUBE,2665,179909,180037,128
CUBE,2670,180099,180227,128
CUBE,2675,180289,180417,128
CUBE,2680,180479,180607,128
CUBE,2685,180669,180797,128
CUBE,2690,180859,180987,128
CUBE,2697,181250,181378,128
CUBE,2702,181486,181614,128
CUBE,2707,181676,181804,128
CUBE,2712,181923,182051,128
CUBE,2717,182360,182488,128
CUBE,2722,182797,182925,128
CUBE,2727,183234,183362,128
CUBE,2732,183671,183799,128
CUBE,2739,184108,184236,128
CUBE,2744,184545,184673,128
CUBE,2749,184982,185110,128
CUBE,2754,185419,185547,128
CUBE,2759,185856,185984,128
CUBE,2764,186293,186421,128
CUBE,2769,186730,186858,128
CUBE,2774,187167,187295,128
CUBE,2781,187604,187732,128
CUBE,2786,188041,188169,128
CUBE,2791,188478,188606,128
CUBE,2796,188915,189043,128
CUBE,2801,189352,189480,128
CUBE,2806,189789,189917,128
CUBE,2811,190226,190354,128
CUBE,2816,190663,190791,128
CUBE,2823,191100,191228,128
CUBE,2828,191537,191665,128
CUBE,2833,191974,192102,128
CUBE,2838,192411,192539,128
CUBE,2843,192848,192976,128
CUBE,2848,193285,193413,128
CUBE,2853,193722,193850,128
CUBE,2858,194159,194287,128
CUBE,2865,194596,194724,128
CUBE,2870,194786,194914,128
CUBE,2875,194976,195104,128
CUBE,2880,195166,195294,128
CUBE,2885,195356,195484,128
CUBE,2890,195546,195674,128
CUBE,2895,195736,195864,128
CUBE,2900,195926,196054,128
CUBE,2907,196317,196445,128
CUBE,2912,196507,196635,128
CUBE,2917,196697,196825,128
CUBE,2922,196887,197015,128
CUBE,2927,197077,197205,128
CUBE,2932,197267,197395,128
CUBE,2937,197457,197585,128
CUBE,2942,197647,197775,128
FIXP,73,5359,5622,263
FIXP,131,7959,8222,263
FIXP,189,10559,10822,263
FIXP,247,13376,13639,263
FIXP,305,16224,16487,263
FIXP,363,19072,19335,263
FIXP,421,21920,22183,263
FIXP,479,26040,26303,263
FIXP,537,30160,30423,263
FIXP,579,31881,32144,263
FIXP,621,34096,34359,263
FIXP,663,37345,37608,263
FIXP,705,40841,41104,263
FIXP,747,44337,44600,263
FIXP,789,47586,47849,263
FIXP,831,49307,49570,263
FIXP,889,53748,54011,263
FIXP,931,55469,55732,263
FIXP,973,57684,57947,263
FIXP,1015,61180,61443,263
FIXP,1057,64676,64939,263
FIXP,1099,68172,68435,263
FIXP,1141,71174,71437,263
FIXP,1183,72895,73158,263
FIXP,1241,78867,79130,263
FIXP,1283,80588,80851,263
FIXP,1325,83050,83313,263
FIXP,1367,86546,86809,263
FIXP,1409,90042,90305,263
FIXP,1451,93538,93801,263
FIXP,1493,96293,96556,263
FIXP,1535,98014,98277,263
FIXP,1593,103986,104249,263
FIXP,1635,105707,105970,263
FIXP,1677,108416,108679,263
FIXP,1719,111912,112175,263
FIXP,1761,115408,115671,263
FIXP,1803,118904,119167,263
FIXP,1845,121412,121675,263
FIXP,1887,123133,123396,263
FIXP,1945,129105,129368,263
FIXP,1987,130826,131089,263
FIXP,2029,133782,134045,263
FIXP,2071,137278,137541,263
FIXP,2113,140774,141037,263
FIXP,2155,144270,144533,263
FIXP,2197,146531,146794,263
FIXP,2239,148252,148515,263
FIXP,2297,154224,154487,263
FIXP,2339,155945,156208,263
FIXP,2381,158947,159210,263
FIXP,2423,162443,162706,263
FIXP,2465,165939,166202,263
FIXP,2507,169435,169698,263
FIXP,2549,171449,171712,263
FIXP,2591,173170,173433,263
FIXP,2649,179266,179529,263
FIXP,2691,180987,181250,263
FIXP,2733,183799,184062,263
FIXP,2775,187295,187558,263
FIXP,2817,190791,191054,263
FIXP,2859,194287,194550,263
FIXP,2901,196054,196317,263
FIXP,2943,197775,198038,263
MTE1,7,325,356,31
MTE1,8,650,681,31
MTE1,16,975,1006,31
MTE1,17,1300,1331,31
MTE1,25,1625,1656,31
MTE1,26,1950,1981,31
MTE1,34,2275,2306,31
MTE1,35,2600,2631,31
MTE1,43,2925,2956,31
MTE1,44,3250,3281,31
MTE1,52,3575,3606,31
MTE1,53,3900,3931,31
MTE1,61,4225,4256,31
MTE1,62,4550,4581,31
MTE1,70,4875,4906,31
MTE1,71,5200,5231,31
MTE1,79,5359,5390,31
MTE1,80,5525,5556,31
MTE1,86,5750,5781,31
MTE1,87,5850,5881,31
MTE1,93,6009,6040,31
MTE1,94,6175,6206,31
MTE1,100,6334,6365,31
MTE1,101,6500,6531,31
MTE1,107,6659,6690,31
MTE1,108,6825,6856,31
MTE1,114,6984,7015,31
MTE1,115,7150,7181,31
MTE1,121,7309,7340,31
MTE1,122,7475,7506,31
MTE1,128,7634,7665,31
MTE1,129,7800,7831,31
MTE1,137,7959,7990,31
MTE1,138,8125,8156,31
MTE1,144,8350,8381,31
MTE1,145,8450,8481,31
MTE1,151,8609,8640,31
MTE1,152,8775,8806,31
MTE1,158,8934,8965,31
MTE1,159,9100,9131,31
MTE1,165,9259,9290,31
MTE1,166,9425,9456,31
MTE1,172,9584,9615,31
MTE1,173,9750,9781,31
MTE1,179,9909,9940,31
MTE1,180,10075,10106,31
MTE1,186,10234,10265,31
MTE1,187,10400,10431,31
MTE1,195,10559,10590,31
MTE1,196,10756,10787,31
MTE1,202,10950,10981,31
MTE1,203,11081,11112,31
MTE1,209,11240,11271,31
MTE1,210,11437,11468,31
MTE1,216,11596,11627,31
MTE1,217,11793,11824,31
MTE1,223,11952,11983,31
MTE1,224,12149,12180,31
MTE1,230,12308,12339,31
MTE1,231,12505,12536,31
MTE1,237,12664,12695,31
MTE1,238,12861,12892,31
MTE1,244,13020,13051,31
MTE1,245,13217,13248,31
MTE1,253,13376,13407,31
MTE1,254,13573,13604,31
MTE1,260,13767,13798,31
MTE1,261,13929,13960,31
MTE1,267,14088,14119,31
MTE1,268,14285,14316,31
MTE1,274,14444,14475,31
MTE1,275,14641,14672,31
MTE1,281,14800,14831,31
MTE1,282,14997,15028,31
MTE1,288,15156,15187,31
MTE1,289,15353,15384,31
MTE1,295,15512,15543,31
MTE1,296,15709,15740,31
MTE1,302,15868,15899,31
MTE1,303,16065,16096,31
MTE1,311,16224,16255,31
MTE1,312,16421,16452,31
MTE1,318,16615,16646,31
MTE1,319,16777,16808,31
MTE1,325,16936,16967,31
MTE1,326,17133,17164,31
MTE1,332,17292,17323,31
MTE1,333,17489,17520,31
MTE1,339,17648,17679,31
MTE1,340,17845,17876,31
MTE1,346,18004,18035,31
MTE1,347,18201,18232,31
MTE1,353,18360,18391,31
MTE1,354,18557,18588,31
MTE1,360,18716,18747,31
MTE1,361,18913,18944,31
MTE1,369,19072,19103,31
MTE1,370,19269,19300,31
MTE1,376,19463,19494,31
MTE1,377,19625,19656,31
MTE1,383,19784,19815,31
MTE1,384,19981,20012,31
MTE1,390,20140,20171,31
MTE1,391,20337,20368,31
MTE1,397,20496,20527,31
MTE1,398,20693,20724,31
MTE1,404,20852,20883,31
MTE1,405,21049,21080,31
MTE1,411,21208,21239,31
MTE1,412,21405,21436,31
MTE1,418,21564,21595,31
MTE1,419,21761,21792,31
MTE1,427,21920,21951,31
MTE1,428,22276,22307,31
MTE1,434,22435,22466,31
MTE1,435,22791,22822,31
MTE1,441,22950,22981,31
MTE1,442,23306,23337,31
MTE1,448,23465,23496,31
MTE1,449,23821,23852,31
MTE1,455,23980,24011,31
MTE1,456,24336,24367,31
MTE1,462,24495,24526,31
MTE1,463,24851,24882,31
MTE1,469,25010,25041,31
MTE1,470,25366,25397,31
MTE1,476,25525,25556,31
MTE1,477,25881,25912,31
MTE1,486,26040,26071,31
MTE1,485,26396,26427,31
MTE1,493,26555,26586,31
MTE1,492,26911,26942,31
MTE1,500,27070,27101,31
MTE1,499,27426,27457,31
MTE1,507,27585,27616,31
MTE1,506,27941,27972,31
MTE1,514,28100,28131,31
MTE1,513,28456,28487,31
MTE1,521,28615,28646,31
MTE1,520,28971,29002,31
MTE1,528,29130,29161,31
MTE1,527,29486,29517,31
MTE1,535,29645,29676,31
MTE1,534,30001,30032,31
MTE1,541,30160,30191,31
MTE1,542,30191,30222,31
MTE1,546,30551,30582,31
MTE1,547,30582,30613,31
MTE1,551,30741,30772,31
MTE1,552,30772,30803,31
MTE1,556,30931,30962,31
MTE1,557,30962,30993,31
MTE1,561,31121,31152,31
MTE1,562,31152,31183,31
MTE1,566,31311,31342,31
MTE1,567,31342,31373,31
MTE1,571,31501,31532,31
MTE1,572,31532,31563,31
MTE1,576,31691,31722,31
MTE1,577,31722,31753,31
MTE1,583,31881,31912,31
MTE1,584,31912,31943,31
MTE1,588,32272,32303,31
MTE1,589,32303,32334,31
MTE1,593,32462,32493,31
MTE1,594,32493,32524,31
MTE1,598,32652,32683,31
MTE1,599,32683,32714,31
MTE1,603,32842,32873,31
MTE1,604,32873,32904,31
MTE1,608,33032,33063,31
MTE1,609,33063,33094,31
MTE1,613,33222,33253,31
MTE1,614,33500,33531,31
MTE1,618,33659,33690,31
MTE1,619,33937,33968,31
MTE1,625,34096,34127,31
MTE1,626,34127,34158,31
MTE1,630,34487,34518,31
MTE1,631,34564,34595,31
MTE1,635,34723,34754,31
MTE1,636,35001,35032,31
MTE1,640,35160,35191,31
MTE1,641,35438,35469,31
MTE1,645,35597,35628,31
MTE1,646,35875,35906,31
MTE1,650,36034,36065,31
MTE1,651,36312,36343,31
MTE1,655,36471,36502,31
MTE1,656,36749,36780,31
MTE1,660,36908,36939,31
MTE1,661,37186,37217,31
MTE1,667,37345,37376,31
MTE1,668,37623,37654,31
MTE1,672,37782,37813,31
MTE1,673,38060,38091,31
MTE1,677,38219,38250,31
MTE1,678,38497,38528,31
MTE1,682,38656,38687,31
MTE1,683,38934,38965,31
MTE1,687,39093,39124,31
MTE1,688,39371,39402,31
MTE1,692,39530,39561,31
MTE1,693,39808,39839,31
MTE1,697,39967,39998,31
MTE1,698,40245,40276,31
MTE1,702,40404,40435,31
MTE1,703,40682,40713,31
MTE1,709,40841,40872,31
MTE1,710,41119,41150,31
MTE1,714,41278,41309,31
MTE1,715,41556,41587,31
MTE1,719,41715,41746,31
MTE1,720,41993,42024,31
MTE1,724,42152,42183,31
MTE1,725,42430,42461,31
MTE1,729,42589,42620,31
MTE1,730,42867,42898,31
MTE1,734,43026,43057,31
MTE1,735,43304,43335,31
MTE1,739,43463,43494,31
MTE1,740,43741,43772,31
MTE1,744,43900,43931,31
MTE1,745,44178,44209,31
MTE1,751,44337,44368,31
MTE1,752,44615,44646,31
MTE1,756,44774,44805,31
MTE1,757,45052,45083,31
MTE1,761,45211,45242,31
MTE1,762,45489,45520,31
MTE1,766,45648,45679,31
MTE1,767,45926,45957,31
MTE1,771,46085,46116,31
MTE1,772,46363,46394,31
MTE1,776,46522,46553,31
MTE1,777,46800,46831,31
MTE1,781,46959,46990,31
MTE1,782,47237,47268,31
MTE1,786,47396,47427,31
MTE1,787,47427,47458,31
MTE1,793,47586,47617,31
MTE1,794,47617,47648,31
MTE1,798,47977,48008,31
MTE1,799,48008,48039,31
MTE1,803,48167,48198,31
MTE1,804,48198,48229,31
MTE1,808,48357,48388,31
MTE1,809,48388,48419,31
MTE1,813,48547,48578,31
MTE1,814,48578,48609,31
MTE1,818,48737,48768,31
MTE1,819,48768,48799,31
MTE1,823,48927,48958,31
MTE1,824,48958,48989,31
MTE1,828,49117,49148,31
MTE1,829,49148,49179,31
MTE1,838,49307,49338,31
MTE1,837,49338,49369,31
MTE1,845,49698,49729,31
MTE1,844,49729,49760,31
MTE1,852,49888,49919,31
MTE1,851,49919,49950,31
MTE1,859,50216,50247,31
MTE1,858,50541,50572,31
MTE1,866,50947,50978,31
MTE1,865,51303,51334,31
MTE1,873,51709,51740,31
MTE1,872,52065,52096,31
MTE1,880,52471,52502,31
MTE1,879,52827,52858,31
MTE1,887,53233,53264,31
MTE1,886,53589,53620,31
MTE1,893,53748,53779,31
MTE1,894,53779,53810,31
MTE1,898,54139,54170,31
MTE1,899,54170,54201,31
MTE1,903,54329,54360,31
MTE1,904,54360,54391,31
MTE1,908,54519,54550,31
MTE1,909,54550,54581,31
MTE1,913,54709,54740,31
MTE1,914,54740,54771,31
MTE1,918,54899,54930,31
MTE1,919,54930,54961,31
MTE1,923,55089,55120,31
MTE1,924,55120,55151,31
MTE1,928,55279,55310,31
MTE1,929,55310,55341,31
MTE1,935,55469,55500,31
MTE1,936,55500,55531,31
MTE1,940,55860,55891,31
MTE1,941,55891,55922,31
MTE1,945,56050,56081,31
MTE1,946,56081,56112,31
MTE1,950,56240,56271,31
MTE1,951,56271,56302,31
MTE1,955,56430,56461,31
MTE1,956,56461,56492,31
MTE1,960,56620,56651,31
MTE1,961,56898,56929,31
MTE1,965,57057,57088,31
MTE1,966,57335,57366,31
MTE1,970,57494,57525,31
MTE1,971,57525,57556,31
MTE1,977,57684,57715,31
MTE1,978,57962,57993,31
MTE1,982,58121,58152,31
MTE1,983,58399,58430,31
MTE1,987,58558,58589,31
MTE1,988,58836,58867,31
MTE1,992,58995,59026,31
MTE1,993,59273,59304,31
MTE1,997,59432,59463,31
MTE1,998,59710,59741,31
MTE1,1002,59869,59900,31
MTE1,1003,60147,60178,31
MTE1,1007,60306,60337,31
MTE1,1008,60584,60615,31
MTE1,1012,60743,60774,31
MTE1,1013,61021,61052,31
MTE1,1019,61180,61211,31
MTE1,1020,61458,61489,31
MTE1,1024,61617,61648,31
MTE1,1025,61895,61926,31
MTE1,1029,62054,62085,31
MTE1,1030,62332,62363,31
MTE1,1034,62491,62522,31
